seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,mp,fg_percent,avg_dist_fga,percent_fga_from_x2p_range,percent_fga_from_x0_3_range,percent_fga_from_x3_10_range,percent_fga_from_x10_16_range,percent_fga_from_x16_3p_range,percent_fga_from_x3p_range,fg_percent_from_x2p_range,fg_percent_from_x0_3_range,fg_percent_from_x3_10_range,fg_percent_from_x10_16_range,fg_percent_from_x16_3p_range,fg_percent_from_x3p_range,percent_assisted_x2p_fg,percent_assisted_x3p_fg,percent_dunks_of_fga,num_of_dunks,percent_corner_3s_of_3pa,corner_3_point_percent,num_heaves_attempted,num_heaves_made
31984,2025,4818,Chuma Okeke,NA,PF,26,5,NBA,CLE,2,25,0.286,21.5,0.143,0.143,0,0,0,0.857,1,1,NA,NA,NA,0.167,1,1,0.143,1,0.5,0.333,0,0
31985,2025,4230,Clint Capela,NA,C,30,11,NBA,ATL,55,1176,0.559,3,0.997,0.638,0.323,0.033,0.003,0.003,0.56,0.643,0.429,0.308,0,0,0.775,NA,0.262,87,0,NA,0,0
31986,2025,4703,Coby White,NA,SG,24,6,NBA,CHI,74,2450,0.453,16.6,0.479,0.224,0.153,0.06,0.043,0.521,0.544,0.669,0.456,0.507,0.25,0.37,0.336,0.759,0.01,8,0.135,0.38,8,0
31987,2025,4704,Cody Martin,NA,SF,29,6,NBA,TOT,53,1173,0.418,15.3,0.535,0.228,0.135,0.108,0.065,0.465,0.534,0.743,0.432,0.343,0.333,0.285,0.591,0.953,0.052,14,0.517,0.282,0,0
31988,2025,4704,Cody Martin,NA,SF,29,6,NBA,CHO,39,967,0.433,15.3,0.537,0.246,0.112,0.108,0.071,0.463,0.528,0.727,0.4,0.345,0.316,0.323,0.553,0.95,0.049,11,0.468,0.328,0,0
31989,2025,4704,Cody Martin,NA,SF,29,6,NBA,PHO,14,206,0.351,15.4,0.526,0.14,0.246,0.105,0.035,0.474,0.567,0.875,0.5,0.333,0.5,0.111,0.765,1,0.07,3,0.741,0.15,0,0
31990,2025,5227,Cody Williams,NA,SG,20,1,NBA,UTA,50,1060,0.323,16.3,0.475,0.105,0.265,0.07,0.035,0.525,0.393,0.593,0.397,0.222,0.111,0.259,0.563,1,0.035,5,0.57,0.26,0,0
31991,2025,5127,Colby Jones,NA,SG,22,2,NBA,TOT,39,515,0.457,14.6,0.62,0.178,0.264,0.14,0.039,0.38,0.538,0.696,0.441,0.556,0.4,0.327,0.558,0.938,0.039,5,0.245,0.333,0,0
31992,2025,5127,Colby Jones,NA,SG,22,2,NBA,SAC,24,130,0.423,15.3,0.615,0.077,0.346,0.115,0.077,0.385,0.438,1,0.333,0.333,0.5,0.4,0.571,1,0,0,0.2,0,0,0
31993,2025,5127,Colby Jones,NA,SG,22,2,NBA,WAS,15,385,0.466,14,0.621,0.204,0.243,0.146,0.029,0.379,0.563,0.667,0.48,0.6,0.333,0.308,0.556,0.917,0.049,5,0.256,0.4,0,0
31994,2025,4819,Cole Anthony,NA,PG,24,5,NBA,ORL,67,1234,0.424,15.6,0.599,0.129,0.25,0.175,0.044,0.401,0.471,0.714,0.449,0.337,0.417,0.353,0.261,0.766,0.007,2,0.151,0.455,2,0
31995,2025,5038,Cole Swider,NA,SF,25,3,NBA,TOT,10,169,0.349,23.2,0.254,0.063,0.048,0.048,0.095,0.746,0.438,0.25,0.333,0.667,0.5,0.319,0.714,1,0,0,0.404,0.316,0,0
31996,2025,5038,Cole Swider,NA,SF,25,3,NBA,DET,2,13,0,25.4,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,NA,NA,0,0,0.2,0,0,0
31997,2025,5038,Cole Swider,NA,SF,25,3,NBA,TOR,8,156,0.379,20.9,0.276,0.069,0.052,0.052,0.103,0.724,0.438,0.25,0.333,0.667,0.5,0.357,0.714,1,0,0,0.429,0.333,0,0
31998,2025,5128,Colin Castleton,NA,C,24,2,NBA,TOT,26,432,0.469,9.1,0.837,0.337,0.388,0.112,0,0.163,0.537,0.697,0.421,0.455,NA,0.125,0.682,1,0.102,8,0.563,0.111,0,0
31999,2025,5128,Colin Castleton,NA,C,24,2,NBA,MEM,10,46,0.2,12.1,0.6,0.3,0.3,0,0,0.4,0.333,0.333,0.333,NA,NA,0,0.5,NA,0,0,0.5,0,0,0
32000,2025,5128,Colin Castleton,NA,C,24,2,NBA,TOR,11,288,0.5,7.2,0.875,0.328,0.438,0.109,0,0.125,0.536,0.762,0.357,0.571,NA,0.25,0.733,1,0.125,6,0.625,0.2,0,0
32001,2025,5128,Colin Castleton,NA,C,24,2,NBA,PHI,5,98,0.5,7.9,0.833,0.375,0.292,0.167,0,0.167,0.6,0.667,0.714,0.25,NA,0,0.583,NA,0.083,2,0.5,0,0,0
32002,2025,5129,Collin Gillespie,NA,PG,25,2,NBA,PHO,33,461,0.43,18.3,0.43,0.101,0.19,0.101,0.038,0.57,0.426,0.5,0.4,0.313,0.667,0.433,0.276,0.795,0,0,0.189,0.529,2,0
32003,2025,4598,Collin Sexton,NA,SG,26,7,NBA,UTA,63,1758,0.48,13.1,0.687,0.151,0.34,0.135,0.061,0.313,0.513,0.618,0.512,0.487,0.321,0.406,0.373,0.682,0.006,3,0.214,0.448,1,0
32004,2025,4920,Corey Kispert,NA,SF,25,4,NBA,WAS,61,1602,0.451,17.5,0.416,0.189,0.182,0.039,0.005,0.584,0.574,0.729,0.466,0.409,0,0.364,0.793,0.942,0.012,7,0.164,0.37,5,0
32005,2025,3992,Cory Joseph,NA,PG,33,14,NBA,ORL,50,612,0.403,20.4,0.305,0.091,0.11,0.052,0.052,0.695,0.489,0.643,0.412,0.375,0.5,0.364,0.391,0.872,0,0,0.215,0.304,1,0
32006,2025,5130,Craig Porter Jr.,NA,PG,24,2,NBA,CLE,51,513,0.514,12.3,0.657,0.343,0.2,0.079,0.036,0.343,0.554,0.708,0.393,0.455,0.2,0.438,0.529,0.714,0.05,6,0.25,0.333,2,1
32007,2025,5228,Cui Yongxi,NA,SG,21,1,NBA,BRK,5,10,0.143,12.2,0.571,0.429,0.143,0,0,0.429,0.25,0.333,0,NA,NA,0,1,NA,0,0,0.667,0,0,0
32008,2025,4317,D'Angelo Russell,NA,PG,28,10,NBA,TOT,58,1480,0.39,18.4,0.436,0.1,0.176,0.121,0.039,0.564,0.489,0.703,0.491,0.377,0.28,0.314,0.449,0.584,0.002,0,0.089,0.281,2,0
32009,2025,4317,D'Angelo Russell,NA,PG,28,10,NBA,LAL,29,763,0.415,17.7,0.46,0.132,0.167,0.119,0.042,0.54,0.51,0.659,0.5,0.432,0.308,0.333,0.425,0.643,0.003,0,0.095,0.313,1,0
32010,2025,4317,D'Angelo Russell,NA,PG,28,10,NBA,BRK,29,717,0.367,19,0.413,0.07,0.183,0.122,0.037,0.587,0.467,0.783,0.483,0.325,0.25,0.297,0.476,0.526,0,0,0.083,0.25,1,0
32011,2025,5132,D.J. Carton,NA,SG,24,2,NBA,TOR,4,33,0.143,13.6,0.571,0.143,0.429,0,0,0.429,0.25,1,0,NA,NA,0,1,NA,0,0,0.333,0,0,0
32012,2025,4705,DaQuan Jeffries,NA,SG,27,5,NBA,CHO,47,1071,0.405,16.3,0.436,0.175,0.206,0.024,0.031,0.564,0.496,0.627,0.4,0.286,0.556,0.335,0.73,0.964,0.1,15,0.457,0.373,1,0
32013,2025,5229,Daeqwon Plowden,NA,SG,26,1,NBA,ATL,6,72,0.64,17,0.32,0.28,0.04,0,0,0.68,0.875,0.857,1,NA,NA,0.529,0.857,1,0.12,3,0.353,0.333,0,0
32014,2025,4922,Daishen Nix,NA,PG,22,4,NBA,MIN,3,13,0,24.8,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0
32015,2025,4923,Dalano Banton,NA,PG,25,4,NBA,POR,67,1120,0.391,14.4,0.562,0.249,0.227,0.059,0.028,0.438,0.442,0.635,0.278,0.333,0.286,0.324,0.373,0.875,0.024,11,0.198,0.409,2,0
32016,2025,5039,Dalen Terry,NA,SG,22,3,NBA,CHI,73,987,0.448,11.7,0.612,0.366,0.224,0.011,0.011,0.388,0.506,0.602,0.383,0,0.333,0.356,0.602,1,0.049,13,0.423,0.386,0,0
32017,2025,5230,Dalton Knecht,NA,SF,23,1,NBA,LAL,78,1494,0.461,18.1,0.39,0.162,0.12,0.075,0.032,0.61,0.594,0.789,0.448,0.5,0.389,0.376,0.744,0.922,0.095,45,0.268,0.407,2,0
32018,2025,4077,Damian Lillard,NA,PG,34,13,NBA,MIL,58,2093,0.448,18.5,0.472,0.169,0.113,0.071,0.119,0.528,0.528,0.655,0.393,0.486,0.5,0.376,0.158,0.574,0.005,5,0.078,0.39,4,0
32019,2025,5231,Damion Baugh,NA,SG,24,1,NBA,CHO,15,370,0.323,13.7,0.569,0.208,0.323,0.031,0.008,0.431,0.405,0.63,0.286,0.25,0,0.214,0.433,1,0.008,0,0.339,0.105,0,0
32020,2025,4484,Damion Lee,NA,SG,32,7,NBA,PHO,25,144,0.365,17,0.5,0.081,0.23,0.149,0.041,0.5,0.486,0.833,0.353,0.636,0,0.243,0.667,0.889,0,0,0.351,0.308,0,0
32021,2025,4706,Daniel Gafford,NA,C,26,6,NBA,DAL,57,1226,0.702,2.6,1,0.69,0.298,0.012,0,0,0.702,0.748,0.6,0.6,NA,NA,0.721,NA,0.325,113,NA,NA,0,0
32022,2025,4487,Daniel Theis,NA,C,32,8,NBA,NOP,38,621,0.473,11.1,0.713,0.31,0.271,0.116,0.016,0.287,0.565,0.7,0.457,0.467,0.5,0.243,0.75,1,0.116,11,0.243,0,0,0
32023,2025,5232,Daniss Jenkins,NA,PG,23,1,NBA,DET,7,23,0.3,18.5,0.3,0.3,0,0,0,0.7,0.667,0.667,NA,NA,NA,0.143,0,0,0,0,0.143,0,0,0
32024,2025,4233,Dante Exum,NA,PG,29,8,NBA,DAL,20,372,0.478,13.3,0.604,0.261,0.239,0.075,0.03,0.396,0.506,0.657,0.375,0.3,0.75,0.434,0.415,0.913,0.03,2,0.321,0.588,1,0
32025,2025,4389,Dario Šarić,NA,C,30,8,NBA,DEN,16,210,0.362,14.1,0.552,0.224,0.276,0.017,0.034,0.448,0.438,0.615,0.313,0,0.5,0.269,0.714,1,0,0,0.154,0.5,0,0
32026,2025,5133,Dariq Whitehead,NA,SF,20,2,NBA,BRK,20,246,0.406,21.3,0.229,0.063,0.125,0.01,0.031,0.771,0.273,0.333,0.333,0,0,0.446,0.5,0.97,0.01,1,0.27,0.45,0,0
32027,2025,4708,Darius Garland,NA,PG,25,6,NBA,CLE,75,2301,0.472,16.3,0.549,0.148,0.193,0.147,0.06,0.451,0.53,0.649,0.485,0.549,0.338,0.401,0.33,0.571,0.002,1,0.151,0.4,1,0
32028,2025,4924,David Duke Jr.,NA,SG,25,4,NBA,SAS,6,34,0.429,12.8,0.571,0.286,0.286,0,0,0.429,0.375,0.75,0,NA,NA,0.5,0.333,1,0,0,0.833,0.6,0,0
32029,2025,5041,David Roddy,NA,PF,23,3,NBA,TOT,33,410,0.456,16.3,0.512,0.216,0.264,0.032,0,0.488,0.594,0.667,0.545,0.5,NA,0.311,0.737,0.842,0.016,2,0.262,0.438,0,0
32030,2025,5041,David Roddy,NA,PF,23,3,NBA,ATL,27,346,0.473,14.3,0.538,0.247,0.269,0.022,0,0.462,0.56,0.609,0.52,0.5,NA,0.372,0.893,0.875,0.022,2,0.302,0.538,0,0
32031,2025,5041,David Roddy,NA,PF,23,3,NBA,PHI,3,29,0.421,16.9,0.421,0.211,0.158,0.053,0,0.579,0.75,1,0.333,1,NA,0.182,0.333,0.5,0,0,0.182,0,0,0
32032,2025,5041,David Roddy,NA,PF,23,3,NBA,HOU,3,35,0.385,17.7,0.462,0,0.385,0.077,0,0.538,0.667,NA,0.8,0,NA,0.143,0.25,1,0,0,0.143,0,0,0
32033,2025,4926,Davion Mitchell,NA,PG,26,4,NBA,TOT,74,2027,0.468,14.2,0.557,0.271,0.204,0.05,0.032,0.443,0.525,0.651,0.433,0.375,0.267,0.398,0.281,0.821,0,0,0.19,0.425,4,0
32034,2025,4926,Davion Mitchell,NA,PG,26,4,NBA,TOR,44,1080,0.434,15.2,0.52,0.254,0.184,0.049,0.033,0.48,0.504,0.597,0.511,0.083,0.375,0.359,0.359,0.786,0,0,0.171,0.35,3,0
32035,2025,4926,Davion Mitchell,NA,PG,26,4,NBA,MIA,30,947,0.504,13.2,0.595,0.289,0.224,0.052,0.03,0.405,0.543,0.701,0.365,0.667,0.143,0.447,0.213,0.857,0,0,0.213,0.5,1,0
32036,2025,4927,Day'Ron Sharpe,NA,C,23,4,NBA,BRK,50,907,0.521,6.6,0.858,0.505,0.29,0.035,0.028,0.142,0.566,0.644,0.446,0.364,0.667,0.244,0.597,1,0.114,29,0.289,0.385,0,0
32037,2025,4489,De'Aaron Fox,NA,PG,27,8,NBA,TOT,62,2241,0.463,14.4,0.672,0.156,0.255,0.153,0.108,0.328,0.538,0.698,0.53,0.472,0.421,0.31,0.318,0.669,0.019,22,0.16,0.328,2,0
32038,2025,4489,De'Aaron Fox,NA,PG,27,8,NBA,SAC,45,1663,0.469,14.3,0.676,0.14,0.277,0.157,0.101,0.324,0.539,0.718,0.539,0.489,0.371,0.322,0.304,0.63,0.017,15,0.164,0.298,2,0
32039,2025,4489,De'Aaron Fox,NA,PG,27,8,NBA,SAS,17,578,0.446,14.5,0.661,0.207,0.182,0.139,0.132,0.339,0.535,0.655,0.49,0.41,0.541,0.274,0.364,0.808,0.025,7,0.147,0.429,0,0
32040,2025,4709,De'Andre Hunter,NA,SF,27,6,NBA,TOT,64,1740,0.47,16.5,0.491,0.15,0.192,0.1,0.05,0.509,0.537,0.649,0.473,0.487,0.553,0.405,0.637,0.911,0.039,26,0.281,0.367,2,0
32041,2025,4709,De'Andre Hunter,NA,SF,27,6,NBA,ATL,37,1064,0.461,16.4,0.498,0.144,0.199,0.1,0.055,0.502,0.531,0.662,0.449,0.49,0.556,0.393,0.685,0.938,0.045,18,0.259,0.391,1,0
32042,2025,4709,De'Andre Hunter,NA,SF,27,6,NBA,CLE,27,676,0.485,16.6,0.478,0.159,0.178,0.1,0.041,0.522,0.55,0.628,0.521,0.481,0.545,0.426,0.549,0.867,0.03,8,0.319,0.333,1,0
32043,2025,4601,De'Anthony Melton,NA,SG,26,7,NBA,GSW,6,121,0.407,18.2,0.352,0.13,0.185,0.037,0,0.648,0.474,0.286,0.7,0,NA,0.371,0.444,0.923,0.037,2,0.114,0.75,0,0
32044,2025,3810,DeAndre Jordan,NA,C,36,17,NBA,DEN,56,691,0.65,2.3,1,0.686,0.314,0,0,0,0.65,0.76,0.409,NA,NA,NA,0.714,NA,0.514,58,NA,NA,0,0
32045,2025,3872,DeMar DeRozan,NA,SF,35,16,NBA,SAC,77,2768,0.477,15.3,0.804,0.065,0.171,0.299,0.269,0.196,0.513,0.706,0.549,0.509,0.449,0.328,0.363,0.881,0.006,7,0.309,0.38,6,0
32046,2025,4710,Dean Wade,NA,PF,28,6,NBA,CLE,59,1252,0.413,21,0.181,0.118,0.041,0.007,0.015,0.819,0.653,0.781,0.455,0.5,0.25,0.36,0.688,1,0.033,8,0.392,0.414,0,0
32047,2025,4603,Deandre Ayton,NA,C,26,7,NBA,POR,40,1206,0.566,8.4,0.932,0.344,0.269,0.205,0.113,0.068,0.594,0.82,0.468,0.49,0.396,0.188,0.741,1,0.165,71,0.469,0.067,0,0
32048,2025,4392,Dejounte Murray,NA,PG,28,8,NBA,NOP,31,1012,0.393,14.8,0.648,0.176,0.174,0.206,0.091,0.352,0.444,0.598,0.349,0.461,0.289,0.299,0.261,0.635,0.012,6,0.155,0.296,0,0
32049,2025,4320,Delon Wright,NA,PG,32,10,NBA,TOT,40,635,0.344,15.6,0.443,0.244,0.153,0.038,0.008,0.557,0.431,0.563,0.25,0.2,1,0.274,0.44,1,0,0,0.26,0.421,0,0
32050,2025,4320,Delon Wright,NA,PG,32,10,NBA,MIL,26,405,0.268,17.3,0.402,0.183,0.171,0.049,0,0.598,0.303,0.467,0.143,0.25,NA,0.245,0.3,1,0,0,0.245,0.5,0,0
32051,2025,4320,Delon Wright,NA,PG,32,10,NBA,NYK,14,230,0.469,13.9,0.51,0.347,0.122,0.02,0.02,0.49,0.6,0.647,0.5,0,1,0.333,0.533,1,0,0,0.292,0.286,0,0
32052,2025,4823,Deni Avdija,NA,SF,24,5,NBA,POR,72,2161,0.476,12.9,0.595,0.322,0.219,0.026,0.027,0.405,0.552,0.665,0.416,0.364,0.478,0.365,0.448,0.848,0.027,20,0.181,0.323,1,0
32053,2025,4157,Dennis Schröder,NA,PG,31,12,NBA,TOT,75,2105,0.406,16.7,0.551,0.129,0.197,0.135,0.089,0.449,0.458,0.636,0.38,0.491,0.324,0.342,0.244,0.756,0,0,0.092,0.471,4,0
32054,2025,4157,Dennis Schröder,NA,PG,31,12,NBA,BRK,23,772,0.452,15.9,0.538,0.197,0.169,0.123,0.049,0.462,0.509,0.656,0.309,0.575,0.438,0.387,0.225,0.672,0,0,0.087,0.462,1,0
32055,2025,4157,Dennis Schröder,NA,SG,31,12,NBA,GSW,24,628,0.375,18.2,0.542,0.016,0.227,0.155,0.143,0.458,0.419,0.75,0.404,0.462,0.361,0.322,0.281,0.892,0,0,0.078,0.444,1,0
32056,2025,4157,Dennis Schröder,NA,PG,31,12,NBA,DET,28,705,0.378,16,0.578,0.155,0.203,0.131,0.088,0.422,0.434,0.59,0.431,0.424,0.182,0.302,0.238,0.75,0,0,0.113,0.5,2,0
32057,2025,5134,Dereck Lively II,NA,C,20,2,NBA,DAL,36,833,0.702,3.1,1,0.571,0.403,0.026,0,0,0.702,0.798,0.597,0.2,NA,NA,0.791,NA,0.393,66,NA,NA,0,0
32058,2025,4395,Derrick Jones Jr.,NA,SF,27,9,NBA,LAC,77,1873,0.526,11.4,0.628,0.357,0.239,0.019,0.014,0.372,0.627,0.752,0.461,0.455,0.5,0.356,0.741,1,0.209,112,0.507,0.351,1,0
32059,2025,4492,Derrick White,NA,SG,30,8,NBA,BOS,76,2574,0.442,20.7,0.279,0.084,0.121,0.05,0.024,0.721,0.593,0.716,0.586,0.563,0.261,0.384,0.465,0.808,0.009,8,0.171,0.432,0,0
32060,2025,4824,Desmond Bane,NA,SG,26,5,NBA,MEM,69,2205,0.484,14.7,0.589,0.188,0.246,0.093,0.063,0.411,0.548,0.712,0.492,0.4,0.5,0.392,0.426,0.634,0.005,5,0.187,0.308,0,0
32061,2025,4321,Devin Booker,NA,SG,28,10,NBA,PHO,75,2795,0.461,16.2,0.612,0.109,0.175,0.206,0.123,0.388,0.542,0.69,0.492,0.531,0.5,0.332,0.431,0.716,0.013,14,0.123,0.338,0,0
32062,2025,5233,Devin Carter,NA,PG,22,1,NBA,SAC,36,396,0.37,15.6,0.52,0.15,0.268,0.079,0.016,0.48,0.439,0.579,0.412,0.4,0,0.295,0.345,0.778,0.063,8,0.23,0.214,0,0
32063,2025,4826,Devin Vassell,NA,SG,24,5,NBA,SAS,64,1983,0.443,17.2,0.517,0.139,0.105,0.175,0.098,0.483,0.513,0.677,0.419,0.474,0.448,0.368,0.547,0.861,0.046,35,0.228,0.439,1,0
32064,2025,4494,Dillon Brooks,NA,SF,29,8,NBA,HOU,75,2388,0.429,17.3,0.476,0.127,0.155,0.135,0.058,0.524,0.465,0.544,0.475,0.372,0.481,0.397,0.444,0.962,0.019,15,0.23,0.38,1,0
32065,2025,5234,Dillon Jones,NA,SF,23,1,NBA,OKC,54,551,0.383,14.4,0.526,0.286,0.18,0.045,0.015,0.474,0.5,0.658,0.292,0.333,0.5,0.254,0.657,0.938,0,0,0.206,0.231,0,0
32066,2025,4398,Domantas Sabonis,NA,C,28,9,NBA,SAC,70,2429,0.59,8.1,0.825,0.43,0.306,0.044,0.047,0.175,0.627,0.708,0.56,0.462,0.452,0.417,0.63,0.985,0.097,80,0.051,0.5,0,0
32067,2025,5043,Dominick Barlow,NA,SF,21,3,NBA,ATL,35,375,0.531,9.3,0.761,0.416,0.195,0.133,0.018,0.239,0.616,0.766,0.5,0.333,0.5,0.259,0.717,1,0.159,18,0.815,0.182,0,0
32068,2025,5235,Donovan Clingan,NA,C,20,1,NBA,POR,67,1324,0.539,5.8,0.853,0.617,0.222,0.009,0.006,0.147,0.582,0.68,0.338,0,0.5,0.286,0.602,1,0.207,58,0.102,0.4,0,0
32069,2025,4495,Donovan Mitchell,NA,SG,28,8,NBA,CLE,71,2232,0.443,17,0.52,0.156,0.183,0.084,0.098,0.48,0.512,0.607,0.531,0.441,0.388,0.368,0.222,0.541,0.014,16,0.096,0.475,3,0
32070,2025,4607,Donte DiVincenzo,NA,SG,28,7,NBA,MIN,62,1606,0.422,20.5,0.261,0.126,0.106,0.024,0.005,0.739,0.49,0.627,0.365,0.357,0.333,0.397,0.592,0.851,0.013,5,0.196,0.419,2,0
32071,2025,4399,Dorian Finney-Smith,NA,PF,31,9,NBA,TOT,63,1818,0.448,18.8,0.278,0.182,0.074,0.018,0.005,0.722,0.545,0.62,0.375,0.5,0.5,0.411,0.697,0.992,0.037,14,0.382,0.45,1,0
32072,2025,4399,Dorian Finney-Smith,NA,PF,31,9,NBA,BRK,20,579,0.459,17.8,0.321,0.226,0.069,0.019,0.006,0.679,0.51,0.611,0.273,0.333,0,0.435,0.692,0.979,0.031,4,0.389,0.405,0,0
32073,2025,4399,Dorian Finney-Smith,NA,PF,31,9,NBA,LAL,43,1239,0.442,19.7,0.254,0.156,0.076,0.018,0.004,0.746,0.571,0.628,0.429,0.6,1,0.398,0.7,1,0.04,10,0.379,0.474,1,0
32074,2025,4237,Doug McDermott,NA,SF,33,11,NBA,SAC,42,342,0.427,23.3,0.137,0.043,0.043,0.026,0.026,0.863,0.375,0.6,0.2,0.333,0.333,0.436,1,1,0.009,1,0.277,0.464,0,0
32075,2025,4085,Draymond Green,NA,PF,34,13,NBA,GSW,68,1983,0.424,14.9,0.517,0.187,0.25,0.053,0.028,0.483,0.517,0.6,0.472,0.444,0.5,0.325,0.809,0.988,0.029,14,0.39,0.333,1,0
32076,2025,4609,Drew Eubanks,NA,C,27,7,NBA,TOT,61,746,0.593,4.7,0.969,0.361,0.546,0.062,0,0.031,0.596,0.743,0.509,0.5,NA,0.5,0.786,0.667,0.289,47,0.833,0.6,0,0
32077,2025,4609,Drew Eubanks,NA,C,27,7,NBA,UTA,37,568,0.607,5.5,0.966,0.331,0.552,0.083,0,0.034,0.607,0.75,0.538,0.5,NA,0.6,0.824,0.667,0.303,36,0.8,0.75,0,0
32078,2025,4609,Drew Eubanks,NA,C,27,7,NBA,LAC,24,178,0.551,4,0.98,0.449,0.531,0,0,0.02,0.563,0.727,0.423,NA,NA,0,0.667,NA,0.245,11,1,0,0,0
32079,2025,5137,Drew Peterson,NA,PF,25,2,NBA,BOS,25,186,0.415,21.4,0.195,0.098,0.073,0,0.024,0.805,0.5,0.25,0.667,NA,1,0.394,0.25,0.923,0,0,0.273,0.333,0,0
32080,2025,5236,Drew Timme,NA,PF,24,1,NBA,BRK,9,254,0.441,12.4,0.657,0.284,0.255,0.108,0.01,0.343,0.537,0.69,0.346,0.545,1,0.257,0.694,1,0.029,3,0.171,0.333,1,0
32081,2025,5045,Dru Smith,NA,SG,27,3,NBA,MIA,14,268,0.508,14.6,0.508,0.23,0.23,0.049,0,0.492,0.484,0.714,0.357,0,NA,0.533,0.4,0.875,0,0,0.367,0.636,0,0
32082,2025,4610,Duncan Robinson,NA,SF,30,7,NBA,MIA,74,1785,0.437,19.9,0.271,0.122,0.128,0.018,0.003,0.729,0.556,0.642,0.518,0.333,0,0.393,0.76,0.884,0.012,6,0.184,0.427,0,0
32083,2025,5138,Duop Reath,NA,C,28,2,NBA,POR,46,469,0.422,17.5,0.361,0.229,0.108,0.018,0.006,0.639,0.6,0.763,0.333,0.333,0,0.321,0.472,0.971,0.03,5,0.226,0.333,0,0
32084,2025,4239,Dwight Powell,NA,C,33,11,NBA,DAL,55,551,0.689,3.9,0.918,0.689,0.213,0.016,0,0.082,0.714,0.81,0.462,0,NA,0.4,0.775,1,0.295,15,0.8,0.5,0,0
32085,2025,5046,Dyson Daniels,NA,SG,21,3,NBA,ATL,76,2571,0.493,10.4,0.745,0.284,0.377,0.078,0.007,0.255,0.545,0.676,0.486,0.389,0.167,0.34,0.517,0.938,0.054,45,0.217,0.431,6,0
32086,2025,5139,E.J. Liddell,NA,PF,24,2,NBA,CHI,12,53,0.533,20.3,0.333,0.133,0.133,0.067,0,0.667,1,1,1,1,NA,0.3,0.6,1,0,0,0,NA,0,0
32087,2025,4240,Elfrid Payton,NA,PG,30,9,NBA,TOT,24,511,0.328,8.8,0.951,0.148,0.525,0.262,0.016,0.049,0.336,0.333,0.375,0.25,0.5,0.167,0.179,1,0,0,0.167,0,0,0
32088,2025,4240,Elfrid Payton,NA,PG,30,9,NBA,NOP,18,388,0.366,8.8,0.941,0.168,0.515,0.238,0.02,0.059,0.379,0.353,0.404,0.333,0.5,0.167,0.194,1,0,0,0.167,0,0,0
32089,2025,4240,Elfrid Payton,NA,PG,30,9,NBA,CHO,6,123,0.143,8.7,1,0.048,0.571,0.381,0,0,0.143,0,0.25,0,NA,NA,0,NA,0,0,NA,NA,0,0
32090,2025,5237,Elijah Harkless,NA,SG,24,1,NBA,UTA,10,138,0.314,19.6,0.286,0.114,0.114,0.057,0,0.714,0.4,0.75,0.25,0,NA,0.28,0.75,0.857,0,0,0.32,0.375,0,0
32091,2025,5238,Emanuel Miller,NA,PF,24,1,NBA,CHI,6,25,0.5,4.7,0.875,0.75,0.125,0,0,0.125,0.571,0.5,1,NA,NA,0,0.75,NA,0.125,1,0,NA,0,0
32092,2025,5140,Emoni Bates,NA,SF,21,2,NBA,CLE,10,75,0.342,23.4,0.211,0.105,0,0.053,0.053,0.789,0.25,0.5,NA,0,0,0.367,0,0.909,0,0,0.1,0.667,0,0
32093,2025,5239,Enrique Freeman,NA,PF,24,1,NBA,IND,22,181,0.432,8.4,0.73,0.514,0.216,0,0,0.27,0.556,0.632,0.375,NA,NA,0.1,0.8,1,0.108,3,0.8,0.125,0,0
32094,2025,3815,Eric Gordon,NA,SG,36,17,NBA,PHI,39,768,0.426,19.9,0.328,0.152,0.142,0.025,0.01,0.672,0.463,0.613,0.276,0.8,0,0.409,0.71,0.946,0.005,0,0.124,0.529,2,0
32095,2025,4931,Evan Mobley,NA,PF,23,4,NBA,CLE,71,2167,0.557,9.4,0.746,0.421,0.27,0.038,0.018,0.254,0.621,0.787,0.429,0.353,0.188,0.37,0.64,0.894,0.22,192,0.2,0.435,1,0
32096,2025,4933,Franz Wagner,NA,SF,23,4,NBA,ORL,60,2023,0.463,12.5,0.697,0.214,0.349,0.091,0.043,0.303,0.535,0.726,0.452,0.491,0.36,0.295,0.446,0.692,0.036,39,0.111,0.436,3,0
32097,2025,4402,Fred VanVleet,NA,PG,30,9,NBA,HOU,60,2111,0.378,20.2,0.393,0.095,0.111,0.07,0.117,0.607,0.43,0.528,0.393,0.434,0.382,0.345,0.234,0.623,0,0,0.093,0.326,8,0
32098,2025,5142,GG Jackson II,NA,PF,20,2,NBA,MEM,29,459,0.372,14.6,0.523,0.236,0.251,0.025,0.01,0.477,0.404,0.553,0.28,0.2,0.5,0.337,0.476,0.938,0.085,12,0.284,0.296,0,0
32099,2025,4717,Gabe Vincent,NA,PG,28,6,NBA,LAL,72,1527,0.4,21,0.264,0.079,0.09,0.057,0.038,0.736,0.532,0.636,0.474,0.458,0.563,0.353,0.593,0.872,0,0,0.356,0.391,1,0
